participant_id,true_rule,chosen_rule,true_blicket_objects,chosen_objects,num_unique_tests,info_gain_per_test,avg_response_time,num_tests_before_qa,action_history_length,info_gain_per_action,mean_info_gain_per_action
67005512302c242e2c34d34d,conjunctive,conjunctive,"[0, 3]","[0, 3]",13,"[0.09953567355091437, 0.10691520391651188, 0.11547721741993588, 0.12553088208385882, 3.4594316186372973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6.883,16,65,"[0.0, 0.09953567355091437, 0.0, 0.0, 0.10691520391651188, 0.0, 0.0, 0.11547721741993588, 0.0, 0.0, 0.12553088208385882, 0.0, 3.4594316186372973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7813781191217036
6722cf4c8679d8fe777e4364,conjunctive,conjunctive,"[0, 1]","[0, 1]",10,"[0.09953567355091437, 0.10691520391651188, 0.11547721741993588, 0.12553088208385882, 0.13750352374993502, 0.5145731728297582, 0.0, 1.222392421336448, 0.5849625007211562, 1.0, 0.0]",5.747,11,27,"[0.0, 0.09953567355091437, 0.0, 0.0, 0.10691520391651188, 0.0, 0.0, 0.11547721741993588, 0.0, 0.0, 0.12553088208385882, 0.0, 0.13750352374993502, 0.0, 0.5145731728297582, 0.0, 0.0, 0.0, 1.222392421336448, 0.0, 0.5849625007211562, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0.43409895506761315
672cb8ccdb8232e7fee580ed,disjunctive,disjunctive,"[0, 2]","[0, 2]",5,"[0.9068905956085185, 1.0, 1.0, 1.0, 0.0]",7.31,5,21,"[0.0, 0.9068905956085185, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9767226489021297
672edcfc36facd5b8d65d53d,disjunctive,conjunctive,"[0, 3]","[0, 3]",5,"[0.9068905956085185, 1.0, 1.0, 1.0, 0.0]",3.968,5,13,"[0.0, 0.9068905956085185, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.9767226489021297
673bf98fb59b6d9e50a9080c,conjunctive,disjunctive,"[0, 1]",[0],4,"[0.09953567355091437, 0.22239242133644802, 0.5849625007211562, 0.0]",6.693,4,8,"[0.0, 0.09953567355091437, 0.0, 0.22239242133644802, 0.0, 0.5849625007211562, 0.0, 0.0]",0.30229686520283955
67758b914f06b14a31669644,disjunctive,disjunctive,"[1, 3]","[1, 3]",4,"[0.32192809488736235, 1.584962500721156, 0.41503749927884376, 0.5849625007211562]",9.596,4,11,"[0.0, 0.0, 0.32192809488736235, 0.0, 1.584962500721156, 0.0, 0.0, 0.0, 0.41503749927884376, 0.0, 0.5849625007211562]",0.7267226489021296
677816a3469477f7f02c31c8,disjunctive,disjunctive,"[2, 3]","[2, 3]",12,"[1.0995356735509143, 1.222392421336448, 0.5849625007211562, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.403,12,39,"[0.0, 1.0995356735509143, 0.0, 0.0, 1.222392421336448, 0.0, 0.0, 0.5849625007211562, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9767226489021297
677a9ad8c567199c95f2dc4c,conjunctive,conjunctive,"[1, 2]","[0, 3]",1,[0.09953567355091437],13.86,1,2,"[0.0, 0.09953567355091437]",0.09953567355091437
678557116f825dad357b623c,disjunctive,disjunctive,"[0, 3]","[0, 3]",11,"[0.09953567355091437, 0.10691520391651188, 0.11547721741993588, 0.12553088208385882, 0.13750352374993502, 0.5145731728297582, 1.222392421336448, 1.584962500721156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.565,16,41,"[0.0, 0.0, 0.0, 0.09953567355091437, 0.0, 0.0, 0.10691520391651188, 0.0, 0.0, 0.11547721741993588, 0.0, 0.0, 0.12553088208385882, 0.0, 0.13750352374993502, 0.0, 0.0, 0.0, 0.5145731728297582, 0.0, 0.0, 1.222392421336448, 0.0, 0.0, 1.584962500721156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4883613244510648
67ab642b1885c553052f7e8a,conjunctive,disjunctive,"[1, 2]",[3],1,[0.32192809488736235],7.872,1,7,"[0.0, 0.0, 0.32192809488736235, 0.0, 0.0, 0.0, 0.0]",0.32192809488736235
67c0af3cdbc67c93008f0616,disjunctive,disjunctive,"[1, 3]","[1, 3]",6,"[0.32192809488736235, 0.41503749927884376, 1.584962500721156, 0.0, 1.584962500721156, 0.0]",10.762,6,22,"[0.0, 0.0, 0.32192809488736235, 0.0, 0.0, 0.0, 0.0, 0.41503749927884376, 0.0, 0.0, 0.0, 1.584962500721156, 0.0, 0.0, 0.0, 0.0, 0.0, 1.584962500721156, 0.0, 0.0, 0.0, 0.0]",0.9767226489021296
