user_id,action_index,action_text,test_index
60da4f9aa1ced7efeecca18a,30,Test Result: Nexiom machine is OFF,8
60da4f9aa1ced7efeecca18a,31,Placed Object 2 on machine,9
60da4f9aa1ced7efeecca18a,32,Placed Object 3 on machine,9
60da4f9aa1ced7efeecca18a,33,Removed Object 1 from machine,9
60da4f9aa1ced7efeecca18a,34,Test Result: Nexiom machine is ON,9
60da4f9aa1ced7efeecca18a,35,Removed Object 3 from machine,10
60da4f9aa1ced7efeecca18a,36,Test Result: Nexiom machine is OFF,10
60da4f9aa1ced7efeecca18a,37,Placed Object 3 on machine,11
60da4f9aa1ced7efeecca18a,38,Removed Object 4 from machine,11
60da4f9aa1ced7efeecca18a,39,Test Result: Nexiom machine is ON,11
60da4f9aa1ced7efeecca18a,40,Placed Object 1 on machine,12
60da4f9aa1ced7efeecca18a,41,Test Result: Nexiom machine is ON,12
60db3cf3270edd7c9c7e0bd3,1,Placed Object 2 on machine,1
60db3cf3270edd7c9c7e0bd3,2,Placed Object 4 on machine,1
60db3cf3270edd7c9c7e0bd3,3,Test Result: Nexiom machine is OFF,1
60db3cf3270edd7c9c7e0bd3,4,Removed Object 2 from machine,2
60db3cf3270edd7c9c7e0bd3,5,Removed Object 4 from machine,2
60db3cf3270edd7c9c7e0bd3,6,Placed Object 3 on machine,2
60db3cf3270edd7c9c7e0bd3,7,Placed Object 1 on machine,2
60db3cf3270edd7c9c7e0bd3,8,Test Result: Nexiom machine is OFF,2
60db3cf3270edd7c9c7e0bd3,9,Removed Object 1 from machine,3
60db3cf3270edd7c9c7e0bd3,10,Removed Object 3 from machine,3
60db3cf3270edd7c9c7e0bd3,11,Placed Object 1 on machine,3
60db3cf3270edd7c9c7e0bd3,12,Placed Object 4 on machine,3
60db3cf3270edd7c9c7e0bd3,13,Test Result: Nexiom machine is ON,3
60db3cf3270edd7c9c7e0bd3,14,Removed Object 1 from machine,4
60db3cf3270edd7c9c7e0bd3,15,Removed Object 4 from machine,4
60db3cf3270edd7c9c7e0bd3,16,Placed Object 2 on machine,4
60db3cf3270edd7c9c7e0bd3,17,Placed Object 4 on machine,4
60db3cf3270edd7c9c7e0bd3,18,Test Result: Nexiom machine is OFF,4
60db3cf3270edd7c9c7e0bd3,19,Removed Object 2 from machine,5
60db3cf3270edd7c9c7e0bd3,20,Placed Object 3 on machine,5
60db3cf3270edd7c9c7e0bd3,21,Test Result: Nexiom machine is OFF,5
60db3cf3270edd7c9c7e0bd3,22,Placed Object 2 on machine,6
60db3cf3270edd7c9c7e0bd3,23,Placed Object 1 on machine,6
60db3cf3270edd7c9c7e0bd3,24,Test Result: Nexiom machine is ON,6
60db3cf3270edd7c9c7e0bd3,25,Removed Object 1 from machine,7
60db3cf3270edd7c9c7e0bd3,26,Test Result: Nexiom machine is OFF,7
60db3cf3270edd7c9c7e0bd3,27,Removed Object 2 from machine,8
60db3cf3270edd7c9c7e0bd3,28,Placed Object 1 on machine,8
60db3cf3270edd7c9c7e0bd3,29,Test Result: Nexiom machine is ON,8
60db3cf3270edd7c9c7e0bd3,30,Removed Object 3 from machine,9
60db3cf3270edd7c9c7e0bd3,31,Placed Object 2 on machine,9
60db3cf3270edd7c9c7e0bd3,32,Test Result: Nexiom machine is ON,9
60fcc292d13ae9614d4a77a7,1,Placed Object 1 on machine,1
60fcc292d13ae9614d4a77a7,2,Test Result: Nexiom machine is OFF,1
60fcc292d13ae9614d4a77a7,3,Removed Object 1 from machine,2
60fcc292d13ae9614d4a77a7,4,Placed Object 2 on machine,2
60fcc292d13ae9614d4a77a7,5,Test Result: Nexiom machine is ON,2
60fcc292d13ae9614d4a77a7,6,Removed Object 2 from machine,3
60fcc292d13ae9614d4a77a7,7,Placed Object 3 on machine,3
60fcc292d13ae9614d4a77a7,8,Test Result: Nexiom machine is OFF,3
60fcc292d13ae9614d4a77a7,9,Removed Object 3 from machine,4
60fcc292d13ae9614d4a77a7,10,Placed Object 4 on machine,4
60fcc292d13ae9614d4a77a7,11,Test Result: Nexiom machine is ON,4
60fcc292d13ae9614d4a77a7,12,Removed Object 4 from machine,5
60fcc292d13ae9614d4a77a7,13,Placed Object 2 on machine,5
60fcc292d13ae9614d4a77a7,14,Placed Object 4 on machine,5
60fcc292d13ae9614d4a77a7,15,Test Result: Nexiom machine is ON,5
60fd05fdd8f4081c41972a1b,1,Placed Object 2 on machine,1
60fd05fdd8f4081c41972a1b,2,Placed Object 1 on machine,1
60fd05fdd8f4081c41972a1b,3,Test Result: Nexiom machine is ON,1
60fd05fdd8f4081c41972a1b,4,Removed Object 2 from machine,2
60fd05fdd8f4081c41972a1b,5,Test Result: Nexiom machine is ON,2
60fd05fdd8f4081c41972a1b,6,Removed Object 1 from machine,3
60fd05fdd8f4081c41972a1b,7,Placed Object 3 on machine,3
60fd05fdd8f4081c41972a1b,8,Placed Object 4 on machine,3
60fd05fdd8f4081c41972a1b,9,Test Result: Nexiom machine is ON,3
60fd05fdd8f4081c41972a1b,10,Removed Object 4 from machine,4
60fd05fdd8f4081c41972a1b,11,Test Result: Nexiom machine is OFF,4
60fd05fdd8f4081c41972a1b,12,Placed Object 2 on machine,5
60fd05fdd8f4081c41972a1b,13,Test Result: Nexiom machine is OFF,5
60fd05fdd8f4081c41972a1b,14,Removed Object 2 from machine,6
60fd05fdd8f4081c41972a1b,15,Removed Object 3 from machine,6
60fd05fdd8f4081c41972a1b,16,Placed Object 4 on machine,6
60fd05fdd8f4081c41972a1b,17,Placed Object 1 on machine,6
60fd05fdd8f4081c41972a1b,18,Test Result: Nexiom machine is ON,6
60fda57e0916dfe2157c9b00,1,Placed Object 1 on machine,1
60fda57e0916dfe2157c9b00,2,Test Result: Nexiom machine is OFF,1
60fda57e0916dfe2157c9b00,3,Removed Object 1 from machine,2
60fda57e0916dfe2157c9b00,4,Placed Object 2 on machine,2
60fda57e0916dfe2157c9b00,5,Test Result: Nexiom machine is OFF,2
60fda57e0916dfe2157c9b00,6,Removed Object 2 from machine,3
60fda57e0916dfe2157c9b00,7,Placed Object 3 on machine,3
60fda57e0916dfe2157c9b00,8,Test Result: Nexiom machine is OFF,3
60fda57e0916dfe2157c9b00,9,Removed Object 3 from machine,4
60fda57e0916dfe2157c9b00,10,Placed Object 4 on machine,4
60fda57e0916dfe2157c9b00,11,Test Result: Nexiom machine is OFF,4
60fda57e0916dfe2157c9b00,12,Placed Object 3 on machine,5
60fda57e0916dfe2157c9b00,13,Test Result: Nexiom machine is ON,5
60fda57e0916dfe2157c9b00,14,Removed Object 3 from machine,6
60fda57e0916dfe2157c9b00,15,Placed Object 2 on machine,6
60fda57e0916dfe2157c9b00,16,Test Result: Nexiom machine is OFF,6
60fda57e0916dfe2157c9b00,17,Removed Object 2 from machine,7
60fda57e0916dfe2157c9b00,18,Placed Object 1 on machine,7
60fda57e0916dfe2157c9b00,19,Test Result: Nexiom machine is OFF,7
60fda57e0916dfe2157c9b00,20,Removed Object 1 from machine,8
60fda57e0916dfe2157c9b00,21,Removed Object 4 from machine,8
60fda57e0916dfe2157c9b00,22,Placed Object 3 on machine,8
60fda57e0916dfe2157c9b00,23,Placed Object 2 on machine,8
60fda57e0916dfe2157c9b00,24,Test Result: Nexiom machine is OFF,8
60fda57e0916dfe2157c9b00,25,Removed Object 2 from machine,9
60fda57e0916dfe2157c9b00,26,Placed Object 1 on machine,9
60fda57e0916dfe2157c9b00,27,Test Result: Nexiom machine is OFF,9
60fda57e0916dfe2157c9b00,28,Removed Object 3 from machine,10
60fda57e0916dfe2157c9b00,29,Removed Object 1 from machine,10
60fda57e0916dfe2157c9b00,30,Placed Object 2 on machine,10
60fda57e0916dfe2157c9b00,31,Placed Object 1 on machine,10
60fda57e0916dfe2157c9b00,32,Test Result: Nexiom machine is OFF,10
60fda57e0916dfe2157c9b00,33,Removed Object 1 from machine,11
60fda57e0916dfe2157c9b00,34,Placed Object 3 on machine,11
60fda57e0916dfe2157c9b00,35,Test Result: Nexiom machine is OFF,11
60fda57e0916dfe2157c9b00,36,Removed Object 2 from machine,12
60fda57e0916dfe2157c9b00,37,Placed Object 2 on machine,12
60fda57e0916dfe2157c9b00,38,Removed Object 3 from machine,12
60fda57e0916dfe2157c9b00,39,Placed Object 4 on machine,12
60fda57e0916dfe2157c9b00,40,Test Result: Nexiom machine is OFF,12
60fda57e0916dfe2157c9b00,41,Removed Object 4 from machine,13
60fda57e0916dfe2157c9b00,42,Removed Object 2 from machine,13
60fda57e0916dfe2157c9b00,43,Placed Object 1 on machine,13
60fda57e0916dfe2157c9b00,44,Placed Object 3 on machine,13
60fda57e0916dfe2157c9b00,45,Test Result: Nexiom machine is OFF,13
60fda57e0916dfe2157c9b00,46,Removed Object 3 from machine,14
60fda57e0916dfe2157c9b00,47,Placed Object 4 on machine,14
60fda57e0916dfe2157c9b00,48,Test Result: Nexiom machine is OFF,14
60fda57e0916dfe2157c9b00,49,Removed Object 1 from machine,15
60fda57e0916dfe2157c9b00,50,Placed Object 3 on machine,15
60fda57e0916dfe2157c9b00,51,Placed Object 2 on machine,15
60fda57e0916dfe2157c9b00,52,Test Result: Nexiom machine is ON,15
60fda57e0916dfe2157c9b00,53,Removed Object 3 from machine,16
60fda57e0916dfe2157c9b00,54,Placed Object 1 on machine,16
60fda57e0916dfe2157c9b00,55,Test Result: Nexiom machine is OFF,16
60ff33eea57872b7188f12e2,1,Placed Object 1 on machine,1
60ff33eea57872b7188f12e2,2,Test Result: Nexiom machine is ON,1
60ff33eea57872b7188f12e2,3,Removed Object 1 from machine,2
60ff33eea57872b7188f12e2,4,Placed Object 2 on machine,2
60ff33eea57872b7188f12e2,5,Test Result: Nexiom machine is OFF,2
60ff33eea57872b7188f12e2,6,Removed Object 2 from machine,3
60ff33eea57872b7188f12e2,7,Placed Object 3 on machine,3
60ff33eea57872b7188f12e2,8,Test Result: Nexiom machine is ON,3
60ff33eea57872b7188f12e2,9,Removed Object 3 from machine,4
60ff33eea57872b7188f12e2,10,Placed Object 4 on machine,4
60ff33eea57872b7188f12e2,11,Test Result: Nexiom machine is OFF,4
60ff33eea57872b7188f12e2,12,Removed Object 4 from machine,5
60ff33eea57872b7188f12e2,13,Placed Object 1 on machine,5
60ff33eea57872b7188f12e2,14,Placed Object 3 on machine,5
60ff33eea57872b7188f12e2,15,Test Result: Nexiom machine is ON,5
60ff33eea57872b7188f12e2,16,Removed Object 3 from machine,6
60ff33eea57872b7188f12e2,17,Removed Object 1 from machine,6
60ff33eea57872b7188f12e2,18,Placed Object 2 on machine,6
60ff33eea57872b7188f12e2,19,Placed Object 4 on machine,6
60ff33eea57872b7188f12e2,20,Test Result: Nexiom machine is OFF,6
6100b6365a3b961d941f7071,1,Placed Object 1 on machine,1
6100b6365a3b961d941f7071,2,Placed Object 2 on machine,1
6100b6365a3b961d941f7071,3,Test Result: Nexiom machine is OFF,1
6100b6365a3b961d941f7071,4,Removed Object 1 from machine,2
6100b6365a3b961d941f7071,5,Removed Object 2 from machine,2
6100b6365a3b961d941f7071,6,Placed Object 3 on machine,2
6100b6365a3b961d941f7071,7,Test Result: Nexiom machine is OFF,2
6100b6365a3b961d941f7071,8,Removed Object 3 from machine,3
6100b6365a3b961d941f7071,9,Placed Object 4 on machine,3
6100b6365a3b961d941f7071,10,Test Result: Nexiom machine is OFF,3
6100b6365a3b961d941f7071,11,Removed Object 4 from machine,4
6100b6365a3b961d941f7071,12,Placed Object 1 on machine,4
6100b6365a3b961d941f7071,13,Test Result: Nexiom machine is OFF,4
6100b6365a3b961d941f7071,14,Removed Object 1 from machine,5
6100b6365a3b961d941f7071,15,Placed Object 2 on machine,5
6100b6365a3b961d941f7071,16,Test Result: Nexiom machine is OFF,5
6100b6365a3b961d941f7071,17,Removed Object 2 from machine,6
610329975d39376c37360d3c,1,Placed Object 1 on machine,1
610329975d39376c37360d3c,2,Test Result: Nexiom machine is OFF,1
610329975d39376c37360d3c,3,Removed Object 1 from machine,2
610329975d39376c37360d3c,4,Placed Object 2 on machine,2
610329975d39376c37360d3c,5,Test Result: Nexiom machine is ON,2
610329975d39376c37360d3c,6,Removed Object 2 from machine,3
610329975d39376c37360d3c,7,Placed Object 3 on machine,3
610329975d39376c37360d3c,8,Test Result: Nexiom machine is OFF,3
610329975d39376c37360d3c,9,Removed Object 3 from machine,4
610329975d39376c37360d3c,10,Placed Object 4 on machine,4
610329975d39376c37360d3c,11,Test Result: Nexiom machine is ON,4
610329975d39376c37360d3c,12,Removed Object 4 from machine,5
610329975d39376c37360d3c,13,Placed Object 4 on machine,5
610329975d39376c37360d3c,14,Placed Object 3 on machine,5
610329975d39376c37360d3c,15,Test Result: Nexiom machine is ON,5
610329975d39376c37360d3c,16,Removed Object 3 from machine,6
610329975d39376c37360d3c,17,Removed Object 4 from machine,6
610329975d39376c37360d3c,18,Placed Object 2 on machine,6
610329975d39376c37360d3c,19,Placed Object 3 on machine,6
610329975d39376c37360d3c,20,Test Result: Nexiom machine is ON,6
610329975d39376c37360d3c,21,Removed Object 2 from machine,7
610329975d39376c37360d3c,22,Removed Object 3 from machine,7
610825355ae77bd1867d118e,1,Placed Object 1 on machine,1
610825355ae77bd1867d118e,2,Test Result: Nexiom machine is OFF,1
610825355ae77bd1867d118e,3,Removed Object 1 from machine,2
610825355ae77bd1867d118e,4,Placed Object 2 on machine,2
610825355ae77bd1867d118e,5,Test Result: Nexiom machine is OFF,2
610825355ae77bd1867d118e,6,Removed Object 2 from machine,3
610825355ae77bd1867d118e,7,Placed Object 3 on machine,3
610825355ae77bd1867d118e,8,Test Result: Nexiom machine is OFF,3
610825355ae77bd1867d118e,9,Removed Object 3 from machine,4
610825355ae77bd1867d118e,10,Placed Object 4 on machine,4
610825355ae77bd1867d118e,11,Test Result: Nexiom machine is OFF,4
610825355ae77bd1867d118e,12,Placed Object 3 on machine,5
610825355ae77bd1867d118e,13,Test Result: Nexiom machine is OFF,5
610825355ae77bd1867d118e,14,Removed Object 3 from machine,6
610825355ae77bd1867d118e,15,Placed Object 2 on machine,6
610825355ae77bd1867d118e,16,Test Result: Nexiom machine is OFF,6
610825355ae77bd1867d118e,17,Removed Object 2 from machine,7
610825355ae77bd1867d118e,18,Placed Object 1 on machine,7
610825355ae77bd1867d118e,19,Test Result: Nexiom machine is OFF,7
610825355ae77bd1867d118e,20,Removed Object 4 from machine,8
610825355ae77bd1867d118e,21,Placed Object 2 on machine,8
610825355ae77bd1867d118e,22,Test Result: Nexiom machine is OFF,8
610825355ae77bd1867d118e,23,Removed Object 2 from machine,9
610825355ae77bd1867d118e,24,Placed Object 3 on machine,9
610825355ae77bd1867d118e,25,Test Result: Nexiom machine is OFF,9
610825355ae77bd1867d118e,26,Removed Object 1 from machine,10
610825355ae77bd1867d118e,27,Placed Object 2 on machine,10
610825355ae77bd1867d118e,28,Test Result: Nexiom machine is ON,10
610863156133d1485b80d389,1,Placed Object 1 on machine,1
610863156133d1485b80d389,2,Placed Object 2 on machine,1
610863156133d1485b80d389,3,Placed Object 3 on machine,1
610863156133d1485b80d389,4,Placed Object 4 on machine,1
610863156133d1485b80d389,5,Test Result: Nexiom machine is ON,1
610863156133d1485b80d389,6,Removed Object 2 from machine,2
610863156133d1485b80d389,7,Test Result: Nexiom machine is ON,2
610863156133d1485b80d389,8,Removed Object 1 from machine,3
610863156133d1485b80d389,9,Test Result: Nexiom machine is OFF,3
610863156133d1485b80d389,10,Placed Object 1 on machine,4
610863156133d1485b80d389,11,Removed Object 3 from machine,4
610863156133d1485b80d389,12,Test Result: Nexiom machine is ON,4
610863156133d1485b80d389,13,Removed Object 4 from machine,5
610863156133d1485b80d389,14,Test Result: Nexiom machine is ON,5
611098e0196fa40fa49f3aeb,1,Placed Object 1 on machine,1
611098e0196fa40fa49f3aeb,2,Placed Object 2 on machine,1
611098e0196fa40fa49f3aeb,3,Test Result: Nexiom machine is ON,1
611098e0196fa40fa49f3aeb,4,Removed Object 1 from machine,2
611098e0196fa40fa49f3aeb,5,Removed Object 2 from machine,2
611098e0196fa40fa49f3aeb,6,Placed Object 3 on machine,2
611098e0196fa40fa49f3aeb,7,Placed Object 4 on machine,2
611098e0196fa40fa49f3aeb,8,Test Result: Nexiom machine is ON,2
611098e0196fa40fa49f3aeb,9,Removed Object 3 from machine,3
611098e0196fa40fa49f3aeb,10,Removed Object 4 from machine,3
611098e0196fa40fa49f3aeb,11,Placed Object 2 on machine,3
611098e0196fa40fa49f3aeb,12,Test Result: Nexiom machine is OFF,3
611098e0196fa40fa49f3aeb,13,Removed Object 2 from machine,4
611098e0196fa40fa49f3aeb,14,Placed Object 3 on machine,4
611098e0196fa40fa49f3aeb,15,Test Result: Nexiom machine is OFF,4
611098e0196fa40fa49f3aeb,16,Removed Object 3 from machine,5
611098e0196fa40fa49f3aeb,17,Placed Object 2 on machine,5
611098e0196fa40fa49f3aeb,18,Placed Object 3 on machine,5
611098e0196fa40fa49f3aeb,19,Test Result: Nexiom machine is OFF,5
611098e0196fa40fa49f3aeb,20,Removed Object 2 from machine,6
611098e0196fa40fa49f3aeb,21,Removed Object 3 from machine,6
611098e0196fa40fa49f3aeb,22,Placed Object 1 on machine,6
611098e0196fa40fa49f3aeb,23,Test Result: Nexiom machine is ON,6
611098e0196fa40fa49f3aeb,24,Removed Object 1 from machine,7
611098e0196fa40fa49f3aeb,25,Placed Object 4 on machine,7
611098e0196fa40fa49f3aeb,26,Test Result: Nexiom machine is ON,7
611098e0196fa40fa49f3aeb,27,Placed Object 1 on machine,8
611098e0196fa40fa49f3aeb,28,Test Result: Nexiom machine is ON,8
611098e0196fa40fa49f3aeb,29,Placed Object 2 on machine,9
611098e0196fa40fa49f3aeb,30,Test Result: Nexiom machine is ON,9
611098e0196fa40fa49f3aeb,31,Removed Object 1 from machine,10
611098e0196fa40fa49f3aeb,32,Test Result: Nexiom machine is ON,10
611098e0196fa40fa49f3aeb,33,Placed Object 3 on machine,11
611098e0196fa40fa49f3aeb,34,Test Result: Nexiom machine is ON,11
611098e0196fa40fa49f3aeb,35,Removed Object 4 from machine,12
611098e0196fa40fa49f3aeb,36,Placed Object 1 on machine,12
611098e0196fa40fa49f3aeb,37,Test Result: Nexiom machine is ON,12
611098e0196fa40fa49f3aeb,38,Removed Object 2 from machine,13
611098e0196fa40fa49f3aeb,39,Removed Object 3 from machine,13
611098e0196fa40fa49f3aeb,40,Removed Object 1 from machine,13
6122548871de12f3a454e5cb,1,Placed Object 1 on machine,1
6122548871de12f3a454e5cb,2,Placed Object 2 on machine,1
6122548871de12f3a454e5cb,3,Test Result: Nexiom machine is OFF,1
6122548871de12f3a454e5cb,4,Removed Object 2 from machine,2
6122548871de12f3a454e5cb,5,Removed Object 1 from machine,2
6122548871de12f3a454e5cb,6,Placed Object 3 on machine,2
6122548871de12f3a454e5cb,7,Placed Object 4 on machine,2
6122548871de12f3a454e5cb,8,Test Result: Nexiom machine is ON,2
6122548871de12f3a454e5cb,9,Removed Object 4 from machine,3
6122548871de12f3a454e5cb,10,Test Result: Nexiom machine is ON,3
6122548871de12f3a454e5cb,11,Removed Object 3 from machine,4
6122548871de12f3a454e5cb,12,Placed Object 4 on machine,4
6122548871de12f3a454e5cb,13,Test Result: Nexiom machine is ON,4
6122548871de12f3a454e5cb,14,Removed Object 4 from machine,5
61522983a596d0aa25117787,1,Placed Object 1 on machine,1
61522983a596d0aa25117787,2,Test Result: Nexiom machine is OFF,1
61522983a596d0aa25117787,3,Removed Object 1 from machine,2
61522983a596d0aa25117787,4,Placed Object 2 on machine,2
61522983a596d0aa25117787,5,Test Result: Nexiom machine is OFF,2
61522983a596d0aa25117787,6,Removed Object 2 from machine,3
61522983a596d0aa25117787,7,Placed Object 3 on machine,3
61522983a596d0aa25117787,8,Test Result: Nexiom machine is ON,3
61522983a596d0aa25117787,9,Removed Object 3 from machine,4
61522983a596d0aa25117787,10,Placed Object 4 on machine,4
61522983a596d0aa25117787,11,Test Result: Nexiom machine is ON,4
61522983a596d0aa25117787,12,Placed Object 3 on machine,5
61522983a596d0aa25117787,13,Test Result: Nexiom machine is ON,5
6154973c69da7c97996a19f6,1,Placed Object 1 on machine,1
6154973c69da7c97996a19f6,2,Placed Object 3 on machine,1
6154973c69da7c97996a19f6,3,Test Result: Nexiom machine is OFF,1
6154973c69da7c97996a19f6,4,Removed Object 1 from machine,2
6154973c69da7c97996a19f6,5,Removed Object 3 from machine,2
6154973c69da7c97996a19f6,6,Placed Object 2 on machine,2
6154973c69da7c97996a19f6,7,Placed Object 4 on machine,2
6154973c69da7c97996a19f6,8,Test Result: Nexiom machine is ON,2
6154973c69da7c97996a19f6,9,Removed Object 4 from machine,3
6154973c69da7c97996a19f6,10,Test Result: Nexiom machine is OFF,3
6154973c69da7c97996a19f6,11,Removed Object 2 from machine,4
6154973c69da7c97996a19f6,12,Placed Object 4 on machine,4
6154973c69da7c97996a19f6,13,Test Result: Nexiom machine is OFF,4
6154973c69da7c97996a19f6,14,Removed Object 4 from machine,5
6154973c69da7c97996a19f6,15,Placed Object 1 on machine,5
6154973c69da7c97996a19f6,16,Placed Object 2 on machine,5
6154973c69da7c97996a19f6,17,Test Result: Nexiom machine is OFF,5
6154973c69da7c97996a19f6,18,Removed Object 2 from machine,6
6154973c69da7c97996a19f6,19,Placed Object 4 on machine,6
6154973c69da7c97996a19f6,20,Test Result: Nexiom machine is OFF,6
6154973c69da7c97996a19f6,21,Placed Object 2 on machine,7
6154973c69da7c97996a19f6,22,Test Result: Nexiom machine is ON,7
6154973c69da7c97996a19f6,23,Placed Object 3 on machine,8
6154973c69da7c97996a19f6,24,Removed Object 2 from machine,8
6154973c69da7c97996a19f6,25,Test Result: Nexiom machine is OFF,8
6154973c69da7c97996a19f6,26,Placed Object 2 on machine,9
6154973c69da7c97996a19f6,27,Test Result: Nexiom machine is ON,9
6154973c69da7c97996a19f6,28,Removed Object 1 from machine,10
6154973c69da7c97996a19f6,29,Test Result: Nexiom machine is ON,10
6154973c69da7c97996a19f6,30,Removed Object 2 from machine,11
6154973c69da7c97996a19f6,31,Test Result: Nexiom machine is OFF,11
6154973c69da7c97996a19f6,32,Removed Object 3 from machine,12
6154973c69da7c97996a19f6,33,Removed Object 4 from machine,12
6154973c69da7c97996a19f6,34,Placed Object 3 on machine,12
6154973c69da7c97996a19f6,35,Placed Object 2 on machine,12
6154973c69da7c97996a19f6,36,Placed Object 1 on machine,12
6154973c69da7c97996a19f6,37,Test Result: Nexiom machine is OFF,12
6154973c69da7c97996a19f6,38,Removed Object 1 from machine,13
6154973c69da7c97996a19f6,39,Test Result: Nexiom machine is OFF,13
6154973c69da7c97996a19f6,40,Removed Object 3 from machine,14
6154973c69da7c97996a19f6,41,Removed Object 2 from machine,14
6154973c69da7c97996a19f6,42,Placed Object 1 on machine,14
6154973c69da7c97996a19f6,43,Test Result: Nexiom machine is OFF,14
6154973c69da7c97996a19f6,44,Removed Object 1 from machine,15
6154973c69da7c97996a19f6,45,Placed Object 3 on machine,15
6154973c69da7c97996a19f6,46,Test Result: Nexiom machine is OFF,15
6154973c69da7c97996a19f6,47,Removed Object 3 from machine,16
6234e9c483c8aa1f1c5f046a,1,Placed Object 1 on machine,1
6234e9c483c8aa1f1c5f046a,2,Placed Object 2 on machine,1
6234e9c483c8aa1f1c5f046a,3,Test Result: Nexiom machine is ON,1
6234e9c483c8aa1f1c5f046a,4,Removed Object 2 from machine,2
6234e9c483c8aa1f1c5f046a,5,Test Result: Nexiom machine is ON,2
6234e9c483c8aa1f1c5f046a,6,Removed Object 1 from machine,3
6234e9c483c8aa1f1c5f046a,7,Placed Object 2 on machine,3
6234e9c483c8aa1f1c5f046a,8,Test Result: Nexiom machine is OFF,3
6234e9c483c8aa1f1c5f046a,9,Removed Object 2 from machine,4
6234e9c483c8aa1f1c5f046a,10,Placed Object 3 on machine,4
6234e9c483c8aa1f1c5f046a,11,Test Result: Nexiom machine is OFF,4
6234e9c483c8aa1f1c5f046a,12,Removed Object 3 from machine,5
6234e9c483c8aa1f1c5f046a,13,Placed Object 4 on machine,5
6234e9c483c8aa1f1c5f046a,14,Test Result: Nexiom machine is ON,5
6234e9c483c8aa1f1c5f046a,15,Placed Object 1 on machine,6
6234e9c483c8aa1f1c5f046a,16,Test Result: Nexiom machine is ON,6
62740f4f578f0114e649016d,1,Placed Object 1 on machine,1
62740f4f578f0114e649016d,2,Placed Object 3 on machine,1
62740f4f578f0114e649016d,3,Test Result: Nexiom machine is OFF,1
62740f4f578f0114e649016d,4,Removed Object 1 from machine,2
62740f4f578f0114e649016d,5,Removed Object 3 from machine,2
62740f4f578f0114e649016d,6,Placed Object 4 on machine,2
62740f4f578f0114e649016d,7,Placed Object 2 on machine,2
62740f4f578f0114e649016d,8,Test Result: Nexiom machine is OFF,2
62740f4f578f0114e649016d,9,Removed Object 2 from machine,3
62740f4f578f0114e649016d,10,Placed Object 3 on machine,3
62740f4f578f0114e649016d,11,Removed Object 4 from machine,3
62740f4f578f0114e649016d,12,Placed Object 2 on machine,3
62740f4f578f0114e649016d,13,Test Result: Nexiom machine is ON,3
62740f4f578f0114e649016d,14,Removed Object 2 from machine,4
62740f4f578f0114e649016d,15,Removed Object 3 from machine,4
62740f4f578f0114e649016d,16,Placed Object 2 on machine,4
62740f4f578f0114e649016d,17,Placed Object 1 on machine,4
62740f4f578f0114e649016d,18,Test Result: Nexiom machine is OFF,4
62740f4f578f0114e649016d,19,Removed Object 1 from machine,5
62740f4f578f0114e649016d,20,Placed Object 3 on machine,5
62740f4f578f0114e649016d,21,Test Result: Nexiom machine is ON,5
62740f4f578f0114e649016d,22,Removed Object 2 from machine,6
62740f4f578f0114e649016d,23,Placed Object 4 on machine,6
62740f4f578f0114e649016d,24,Test Result: Nexiom machine is OFF,6
62740f4f578f0114e649016d,25,Removed Object 4 from machine,7
62740f4f578f0114e649016d,26,Placed Object 1 on machine,7
62740f4f578f0114e649016d,27,Test Result: Nexiom machine is OFF,7
62740f4f578f0114e649016d,28,Removed Object 1 from machine,8
62740f4f578f0114e649016d,29,Placed Object 2 on machine,8
62740f4f578f0114e649016d,30,Test Result: Nexiom machine is ON,8
628eab48a8c8dc1ecec338dd,1,Placed Object 1 on machine,1
628eab48a8c8dc1ecec338dd,2,Test Result: Nexiom machine is ON,1
628eab48a8c8dc1ecec338dd,3,Removed Object 1 from machine,2
628eab48a8c8dc1ecec338dd,4,Placed Object 2 on machine,2
628eab48a8c8dc1ecec338dd,5,Test Result: Nexiom machine is ON,2
628eab48a8c8dc1ecec338dd,6,Removed Object 2 from machine,3
628eab48a8c8dc1ecec338dd,7,Placed Object 3 on machine,3
628eab48a8c8dc1ecec338dd,8,Test Result: Nexiom machine is OFF,3
628eab48a8c8dc1ecec338dd,9,Removed Object 3 from machine,4
628eab48a8c8dc1ecec338dd,10,Placed Object 4 on machine,4
628eab48a8c8dc1ecec338dd,11,Test Result: Nexiom machine is OFF,4
628eab48a8c8dc1ecec338dd,12,Removed Object 4 from machine,5
628eab48a8c8dc1ecec338dd,13,Placed Object 3 on machine,5
628eab48a8c8dc1ecec338dd,14,Placed Object 4 on machine,5
628eab48a8c8dc1ecec338dd,15,Test Result: Nexiom machine is OFF,5
628eab48a8c8dc1ecec338dd,16,Test Result: Nexiom machine is OFF,6
628eab48a8c8dc1ecec338dd,17,Placed Object 2 on machine,7
628eab48a8c8dc1ecec338dd,18,Test Result: Nexiom machine is ON,7
62a0b34cbcc5987a8fa73c39,1,Placed Object 1 on machine,1
62a0b34cbcc5987a8fa73c39,2,Placed Object 2 on machine,1
62a0b34cbcc5987a8fa73c39,3,Test Result: Nexiom machine is OFF,1
62a0b34cbcc5987a8fa73c39,4,Removed Object 2 from machine,2
62a0b34cbcc5987a8fa73c39,5,Removed Object 1 from machine,2
